tradeDate,indexCode,indexNameCnAll,indexNameCn,indexNameEnAll,indexNameEn,open,high,low,close,change,changePct,tradingVol,tradingValue,consNumber,peg,date,rolling_pe,trading_value
20160913,930955,中证红利低波动100指数,红利低波100,CSI Dividend Low Volatility 100 Index,Dividend Low Volatility100,8237.62,8242.21,8195.06,8231.63,,-0.09,2063211267.0,199.92,,,2016-09-13,,199.92
20160914,930955,中证红利低波动100指数,红利低波100,CSI Dividend Low Volatility 100 Index,Dividend Low Volatility100,8194.65,8203.31,8157.14,8169.94,,-0.75,2275831716.0,219.32,,,2016-09-14,,219.32
20160919,930955,中证红利低波动100指数,红利低波100,CSI Dividend Low Volatility 100 Index,Dividend Low Volatility100,8174.61,8231.49,8174.61,8231.49,,0.75,1923088741.0,192.9,,,2016-09-19,,192.9
20160920,930955,中证红利低波动100指数,红利低波100,CSI Dividend Low Volatility 100 Index,Dividend Low Volatility100,8229.55,8229.55,8208.96,8220.33,,-0.14,1669772955.0,169.86,,,2016-09-20,,169.86
20160921,930955,中证红利低波动100指数,红利低波100,CSI Dividend Low Volatility 100 Index,Dividend Low Volatility100,8215.85,8234.63,8208.64,8223.37,,0.04,1681032631.0,172.59,,,2016-09-21,,172.59
20160922,930955,中证红利低波动100指数,红利低波100,CSI Dividend Low Volatility 100 Index,Dividend Low Volatility100,8249.57,8304.05,8249.57,8276.74,,0.65,2227823147.0,235.25,,,2016-09-22,,235.25
20160923,930955,中证红利低波动100指数,红利低波100,CSI Dividend Low Volatility 100 Index,Dividend Low Volatility100,8284.81,8284.81,8260.48,8265.03,,-0.14,1783568770.0,171.37,,,2016-09-23,,171.37
20160926,930955,中证红利低波动100指数,红利低波100,CSI Dividend Low Volatility 100 Index,Dividend Low Volatility100,8242.47,8242.47,8146.88,8146.88,,-1.43,2309555249.0,214.83,,,2016-09-26,,214.83
20160927,930955,中证红利低波动100指数,红利低波100,CSI Dividend Low Volatility 100 Index,Dividend Low Volatility100,8135.41,8190.84,8135.41,8190.84,,0.54,1948564352.0,182.69,,,2016-09-27,,182.69
20160928,930955,中证红利低波动100指数,红利低波100,CSI Dividend Low Volatility 100 Index,Dividend Low Volatility100,8202.52,8202.52,8162.47,8163.85,,-0.33,1382475588.0,136.77,,,2016-09-28,,136.77
20160929,930955,中证红利低波动100指数,红利低波100,CSI Dividend Low Volatility 100 Index,Dividend Low Volatility100,8177.34,8223.09,8177.34,8205.96,,0.52,1565820461.0,154.26,,,2016-09-29,,154.26
20160930,930955,中证红利低波动100指数,红利低波100,CSI Dividend Low Volatility 100 Index,Dividend Low Volatility100,8195.11,8235.1,8195.11,8228.78,,0.28,1372659354.0,145.65,,,2016-09-30,,145.65
20161010,930955,中证红利低波动100指数,红利低波100,CSI Dividend Low Volatility 100 Index,Dividend Low Volatility100,8287.48,8348.22,8282.22,8348.22,,1.45,2693669423.0,249.93,,,2016-10-10,,249.93
20161011,930955,中证红利低波动100指数,红利低波100,CSI Dividend Low Volatility 100 Index,Dividend Low Volatility100,8359.73,8375.43,8349.72,8375.43,,0.33,2847503063.0,246.76,,,2016-10-11,,246.76
20161012,930955,中证红利低波动100指数,红利低波100,CSI Dividend Low Volatility 100 Index,Dividend Low Volatility100,8359.38,8359.38,8327.03,8345.26,,-0.36,2171555390.0,194.94,,,2016-10-12,,194.94
20161013,930955,中证红利低波动100指数,红利低波100,CSI Dividend Low Volatility 100 Index,Dividend Low Volatility100,8341.03,8350.54,8324.78,8342.86,,-0.03,2277107963.0,203.02,,,2016-10-13,,203.02
20161014,930955,中证红利低波动100指数,红利低波100,CSI Dividend Low Volatility 100 Index,Dividend Low Volatility100,8331.59,8350.09,8303.28,8350.09,,0.09,2468064312.0,195.8,,,2016-10-14,,195.8
20161017,930955,中证红利低波动100指数,红利低波100,CSI Dividend Low Volatility 100 Index,Dividend Low Volatility100,8350.2,8353.19,8281.88,8290.24,,-0.72,2545938431.0,212.18,,,2016-10-17,,212.18
